MAS: Financial Database - Exchange Rates

Exchange Rates (Daily)
Jan 2013 to Apr 2026


End of Period,,,S$ Per Unit of Euro,S$ Per Unit of Pound Sterling,S$ Per Unit of US Dollar,S$ Per 100 Units of Australian Dollar,S$ Per 100 Units of Canadian Dollar,S$ Per 100 Units of Chinese Renminbi,S$ Per 100 Units of Hong Kong Dollar,S$ Per 100 Units of Indian Rupee,S$ Per 100 Units of Indonesian Rupiah,S$ Per 100 Units of Japanese Yen,S$ Per 100 Units of Korean Won,S$ Per 100 Units of Malaysian Ringgit,S$ Per 100 Units of New Taiwan Dollar,S$ Per 100 Units of New Zealand Dollar,S$ Per 100 Units of Philippine Peso,S$ Per 100 Units of Qatar Riyal,S$ Per 100 Units of Saudi Arabia Riyal,S$ Per 100 Units of Swiss Franc,S$ Per 100 Units of Thai Baht,S$ Per 100 Units of UAE Dirham,S$ Per 100 Units of Vietnamese Dong
,,06,1.4100,1.6159,1.4220,92.80,104.72,19.98,18.11,1.7420,0.009358,0.9835,0.1013,30.71,4.5160,82.42,2.4257,39.05,37.81,144.96,3.8178,38.71,0.005955
,,07,1.4012,1.5965,1.4291,91.74,104.06,20.08,18.20,1.7369,0.009379,0.9858,0.1015,30.73,4.5176,80.98,2.4281,39.24,38.02,144.42,3.8179,38.91,0.005984
,,10,1.3962,1.5886,1.4339,91.02,104.42,20.16,18.27,1.7407,0.009376,0.9858,0.1006,30.84,4.5209,80.46,2.4304,39.05,38.15,144.27,3.7984,39.04,0.006003
,,11,1.3947,1.5899,1.4404,90.21,104.12,20.03,18.35,1.7482,0.009375,0.9881,0.1002,30.83,4.5142,79.94,2.4414,39.42,38.32,143.79,3.7745,39.21,0.006023
,,12,1.3962,1.5758,1.4397,90.06,104.19,20.07,18.34,1.7491,0.009359,0.9846,0.1008,30.73,4.5164,80.29,2.4422,39.40,38.30,144.31,3.7663,39.19,0.006013
,,13,1.3905,1.5884,1.4336,89.93,103.73,19.96,18.26,1.7423,0.009340,0.9764,0.1004,30.58,4.4952,80.40,2.4326,39.36,38.15,143.64,3.7850,39.03,0.005947
,,14,1.3917,1.6108,1.4220,90.04,103.63,19.82,18.11,1.7291,0.009242,0.9649,0.0997,30.27,4.4652,80.59,2.4129,39.05,37.85,142.37,3.7351,38.71,0.005889
,,17,1.3896,1.6026,1.4269,88.92,103.14,19.82,18.18,1.7319,0.009221,0.9598,0.0994,30.25,4.4560,79.66,2.4186,39.18,37.97,142.16,3.7367,38.85,0.005860
,,18,1.3960,1.6136,1.4186,89.49,103.59,19.71,18.07,1.7270,0.009172,0.9527,0.0993,30.07,4.4359,80.52,2.4076,38.95,37.73,142.67,3.7247,38.62,0.005823
,,19,1.3984,1.6101,1.4208,89.78,103.38,19.69,18.10,1.7255,0.009176,0.9521,0.1000,30.09,4.4405,80.95,2.4113,39.01,37.83,142.77,3.7339,38.68,0.005800
,,20,1.3931,1.5987,1.4272,88.98,103.40,19.71,18.18,1.7181,0.009162,0.9520,0.0996,30.18,4.4396,80.29,2.4187,39.19,37.97,141.86,3.7181,38.86,0.005821
,,21,1.3935,1.5975,1.4266,89.37,103.49,19.69,18.17,1.7223,0.009145,0.9487,0.0992,30.11,4.4321,80.67,2.4210,39.17,37.96,141.83,3.7179,38.84,0.005774
,,25,1.4050,1.6064,1.4214,90.01,103.78,19.46,18.11,1.7202,0.009104,0.9550,0.0990,29.98,4.3952,81.27,2.4165,39.03,37.82,142.16,3.7169,38.70,0.005720
,,26,1.4095,1.6219,1.4156,90.69,104.09,19.42,18.03,1.7174,0.009077,0.9549,0.0993,29.95,4.3874,81.42,2.4140,38.87,37.66,142.31,3.7261,38.54,0.005697
,,27,1.4159,1.6327,1.4061,91.34,103.71,19.48,17.91,1.7092,0.009029,0.9623,0.0988,29.84,4.3876,82.13,2.4095,38.61,37.41,142.54,3.7212,38.28,0.005667
,,28,1.4046,1.6282,1.4057,90.99,103.90,19.45,17.91,1.7078,0.009054,0.9621,0.0992,29.77,4.3794,82.47,2.4278,38.60,37.40,142.20,3.7301,38.27,0.005661
,,31,1.4063,1.6377,1.4112,90.66,103.70,19.43,17.98,1.7136,0.009053,0.9543,0.0994,29.86,4.3803,82.16,2.4318,38.39,37.55,141.64,3.7152,38.42,0.005679
,Nov,01,1.4001,1.6268,1.4137,90.86,104.06,19.33,18.01,1.7081,0.009031,0.9530,0.0995,29.88,4.3844,82.66,2.4327,38.64,37.62,141.28,3.7236,38.49,0.005686
,,02,1.3969,1.6263,1.4121,90.67,103.84,19.42,17.99,1.7077,0.009025,0.9575,0.0996,29.78,4.3929,82.87,2.4222,38.77,37.57,141.46,3.7540,38.44,0.005679
,,03,1.3922,1.6170,1.4163,90.17,103.49,19.39,18.04,1.7088,0.009028,0.9617,0.0997,29.84,4.3964,82.65,2.4115,38.89,37.69,141.38,3.7472,38.56,0.005696
,,04,1.3850,1.5885,1.4172,89.72,103.46,19.47,18.05,1.7145,0.009005,0.9569,0.0999,29.86,4.4017,82.25,2.4226,38.92,37.70,140.21,3.7537,38.58,0.005698
,,07,1.3988,1.5949,1.4078,90.51,104.12,19.52,17.93,1.7114,0.008977,0.9561,0.1001,29.67,4.3878,82.97,2.4068,38.32,37.46,141.33,3.7605,38.33,0.005660
,,08,1.4039,1.6138,1.4021,90.73,103.83,19.38,17.86,1.7128,0.008941,0.9561,0.1013,29.56,4.3839,83.21,2.4107,38.35,37.31,141.58,3.7563,38.17,0.005637
,,09,1.4089,1.6151,1.3988,90.96,104.10,19.30,17.82,1.7164,0.008939,0.9610,0.1026,29.65,4.3849,83.16,2.4112,38.26,37.21,141.83,3.7963,38.08,0.005625
,,10,1.4058,1.5991,1.4021,89.98,103.59,19.30,17.86,1.7183,0.008931,0.9596,0.1022,29.80,4.4151,82.36,2.4138,38.31,37.28,142.54,3.8022,38.17,0.005638
,,11,1.4094,1.6152,1.3839,91.47,103.77,19.30,17.65,1.7140,0.008922,0.9750,0.1040,29.81,4.4070,83.21,2.4080,37.72,36.81,143.14,3.8419,37.68,0.005565
,,14,1.4166,1.6156,1.3718,91.82,103.50,19.49,17.50,1.6984,0.008865,0.9861,0.1041,29.91,4.4185,83.68,2.3948,37.44,36.49,145.10,3.8360,37.35,0.005539
,,15,1.4169,1.6156,1.3729,92.03,103.19,19.48,17.52,1.6903,0.008819,0.9781,0.1038,29.91,4.4200,83.91,2.3915,37.70,36.53,145.24,3.8428,37.38,0.005533
,,16,1.4222,1.6276,1.3737,92.64,103.36,19.41,17.56,1.6855,0.008793,0.9800,0.1034,30.26,4.4005,84.35,2.3913,37.53,36.55,145.22,3.8414,37.40,0.005541
,,17,1.4239,1.6308,1.3729,92.12,102.83,19.25,17.54,1.6838,0.008747,0.9834,0.1025,30.17,4.4096,84.16,2.3899,37.50,36.52,145.11,3.8300,37.38,0.005534
,,18,1.4247,1.6353,1.3724,92.13,103.12,19.26,17.54,1.6827,0.008748,0.9820,0.1026,30.14,4.4089,84.58,2.3927,37.51,36.51,144.26,3.8318,37.36,0.005530
,,21,1.4189,1.6328,1.3774,91.69,102.73,19.24,17.63,1.6829,0.008772,0.9814,0.1017,30.21,4.4169,84.62,2.4038,37.64,36.65,144.32,3.8224,37.50,0.005549
,,22,1.4164,1.6366,1.3804,91.31,102.77,19.30,17.68,1.6897,0.008784,0.9736,0.1020,30.16,4.4297,84.48,2.4077,37.75,36.73,144.27,3.8163,37.58,0.005554
,,23,1.4233,1.6391,1.3800,91.60,103.08,19.29,17.65,1.6875,0.008787,0.9758,0.1019,30.17,4.4195,85.04,2.4091,37.70,36.72,144.98,3.8162,37.57,0.005554
,,24,1.4326,1.6599,1.3717,92.80,102.88,19.23,17.56,1.6791,0.008769,0.9892,0.1035,30.33,4.4268,85.94,2.4160,37.40,36.50,146.04,3.8193,37.34,0.005523
,,25,1.4293,1.6618,1.3720,92.87,102.94,19.16,17.57,1.6807,0.008754,0.9895,0.1034,30.76,4.4560,85.97,2.4180,37.40,36.51,145.46,3.8538,37.35,0.005538
,,28,1.4261,1.6591,1.3772,92.08,102.42,19.13,17.62,1.6842,0.008751,0.9932,0.1029,30.74,4.4440,85.51,2.4261,37.56,36.65,145.38,3.8463,37.49,0.005554
,,29,1.4261,1.6495,1.3742,92.11,102.27,19.13,17.59,1.6839,0.008737,0.9913,0.1036,30.50,4.4416,85.29,2.4300,37.61,36.57,145.06,3.8605,37.41,0.005550
,,30,1.4200,1.6436,1.3722,91.89,101.14,19.21,17.57,1.6820,0.008718,0.9889,0.1041,30.66,4.4507,85.31,2.4256,37.56,36.51,144.03,3.8800,37.36,0.005568
,Dec,01,1.4156,1.6407,1.3571,92.35,101.11,19.20,17.40,1.6753,0.008681,0.9924,0.1041,30.79,4.4347,85.87,2.4083,37.08,36.10,143.94,3.8791,36.95,0.005538
,,02,1.4231,1.6566,1.3523,92.16,100.62,19.17,17.37,1.6671,0.008767,1.0005,0.1041,30.76,4.4248,86.21,2.4152,36.79,35.97,144.23,3.8852,36.81,0.005549
,,05,1.4227,1.6592,1.3448,92.10,100.39,19.34,17.30,1.6533,0.008739,1.0013,0.1042,30.79,4.4189,86.58,2.4119,36.67,35.77,143.90,3.8871,36.61,0.005609
,,06,1.4229,1.6542,1.3561,91.19,99.85,19.42,17.45,1.6476,0.008705,0.9905,0.1034,30.96,4.4333,85.84,2.4191,37.05,36.07,143.88,3.8733,36.92,0.005643
,,07,1.4217,1.6488,1.3584,90.94,99.54,19.46,17.45,1.6454,0.008708,0.9904,0.1029,30.83,4.4289,85.96,2.4487,37.11,36.13,144.16,3.8784,36.98,0.005699
,,08,1.4255,1.6550,1.3571,91.16,99.17,19.45,17.43,1.6492,0.008687,0.9918,0.1028,30.80,4.4276,86.20,2.4536,36.95,36.09,144.09,3.9003,36.95,0.005691
,,09,1.4289,1.6575,1.3505,91.74,99.37,19.40,17.34,1.6423,0.008666,0.9939,0.1036,30.70,4.4096,86.50,2.4425,36.80,35.93,144.61,3.8823,36.77,0.005725
,,12,1.4250,1.6572,1.3552,91.80,99.17,19.41,17.42,1.6406,0.008663,0.9905,0.1033,30.67,4.4126,86.67,2.4408,36.91,36.04,144.75,3.8952,36.89,0.005735
,,13,1.4275,1.6610,1.3552,91.36,99.37,19.42,17.43,1.6395,0.008647,0.9838,0.1036,30.56,4.4129,86.40,2.4251,36.92,36.03,144.67,3.8935,36.89,0.005729
,,14,1.4327,1.6654,1.3483,92.08,99.35,19.37,17.33,1.6303,0.008627,0.9949,0.1041,30.54,4.4140,86.84,2.4202,36.71,35.86,145.12,3.8940,36.71,0.005744
,,15,1.4370,1.6706,1.3487,92.23,99.44,19.38,17.35,1.6321,0.008630,0.9950,0.1037,30.60,4.4130,86.93,2.4235,36.75,35.87,145.70,3.8795,36.72,0.005734
,,16,1.4443,1.6553,1.3564,91.11,99.52,19.45,17.44,1.6381,0.008680,0.9876,0.1035,30.66,4.4093,86.28,2.4332,37.09,36.07,146.35,3.8716,36.93,0.005747
,,19,1.4395,1.6531,1.3569,91.08,99.33,19.43,17.43,1.6402,0.008681,0.9960,0.1041,30.70,4.4137,86.62,2.4471,36.94,36.08,145.48,3.8908,36.94,0.005737
,,20,1.4390,1.6469,1.3564,90.47,99.21,19.42,17.43,1.6395,0.008687,1.0172,0.1043,30.58,4.4070,85.85,2.4497,37.13,36.06,146.01,3.8860,36.93,0.005696
,,21,1.4359,1.6460,1.3526,90.16,99.35,19.41,17.36,1.6351,0.008666,1.0242,0.1050,30.47,4.4103,85.35,2.4504,37.01,35.96,145.79,3.8907,36.83,0.005704
,,22,1.4341,1.6349,1.3475,91.03,99.18,19.31,17.29,1.6286,0.008642,1.0227,0.1058,30.42,4.3944,85.08,2.4450,36.88,35.83,145.83,3.8854,36.69,0.005690
,,23,1.4344,1.6294,1.3522,90.45,99.22,19.34,17.33,1.6330,0.008661,1.0192,0.1054,30.53,4.3997,84.89,2.4434,37.01,35.95,145.11,3.8805,36.81,0.005725
,,27,1.4318,1.6260,1.3459,90.62,99.19,19.33,17.25,1.6269,0.008596,1.0126,0.1062,30.44,4.3836,84.53,2.4271,36.83,35.78,144.49,3.8830,36.65,0.005709
,,28,1.4328,1.6172,1.3470,90.76,99.51,19.31,17.28,1.6266,0.008579,1.0033,0.1061,30.39,4.3774,84.46,2.4032,36.82,35.84,144.78,3.8835,36.67,0.005713
,,29,1.4323,1.6230,1.3483,90.96,99.22,19.34,17.30,1.6292,0.008568,1.0072,0.1062,30.51,4.3813,85.41,2.4180,36.90,35.86,145.40,3.8944,36.71,0.005697
,,30,1.4331,1.6194,1.3446,91.05,99.21,19.33,17.24,1.6253,0.008632,1.0135,0.1065,30.47,4.3647,85.01,2.4136,36.80,35.76,145.65,3.8934,36.61,0.005704

"* Yearly, monthly and weekly figures are end period values."
"* Daily figures are values as of noon."


End of Period,,,S$ Per Unit of Euro,S$ Per Unit of Pound Sterling,S$ Per Unit of US Dollar,S$ Per 100 Units of Australian Dollar,S$ Per 100 Units of Canadian Dollar,S$ Per 100 Units of Chinese Renminbi,S$ Per 100 Units of Hong Kong Dollar,S$ Per 100 Units of Indian Rupee,S$ Per 100 Units of Indonesian Rupiah,S$ Per 100 Units of Japanese Yen,S$ Per 100 Units of Korean Won,S$ Per 100 Units of Malaysian Ringgit,S$ Per 100 Units of New Taiwan Dollar,S$ Per 100 Units of New Zealand Dollar,S$ Per 100 Units of Philippine Peso,S$ Per 100 Units of Qatar Riyal,S$ Per 100 Units of Saudi Arabia Riyal,S$ Per 100 Units of Swiss Franc,S$ Per 100 Units of Thai Baht,S$ Per 100 Units of UAE Dirham,S$ Per 100 Units of Vietnamese Dong
2023,Jan,03,1.4273,1.6147,1.3373,91.35,98.74,19.42,17.13,1.6167,0.008586,1.0304,0.1054,30.46,4.3564,84.97,2.4006,36.60,35.57,144.78,3.8947,36.41,0.005693
,,04,1.4179,1.6085,1.3417,90.99,98.39,19.45,17.16,1.6196,0.008599,1.0268,0.1053,30.46,4.3709,84.07,2.3973,36.59,35.68,143.72,3.9189,36.53,0.005702
,,05,1.4239,1.6158,1.3423,91.30,99.34,19.49,17.17,1.6219,0.008593,1.0142,0.1055,30.50,4.3724,84.13,2.3982,36.58,35.70,144.38,3.9624,36.54,0.005716
,,06,1.4149,1.6025,1.3435,91.00,99.15,19.60,17.20,1.6278,0.008596,1.0039,0.1064,30.56,4.3763,83.95,2.4158,36.60,35.74,143.52,3.9601,36.58,0.005721
,,09,1.4198,1.6136,1.3310,92.03,99.22,19.59,17.05,1.6165,0.008544,1.0111,0.1069,30.41,4.3586,84.90,2.4136,36.24,35.41,143.71,3.9725,36.24,0.005668
,,10,1.4287,1.6197,1.3312,91.88,99.42,19.67,17.05,1.6199,0.008538,1.0097,0.1074,30.43,4.3714,84.81,2.4270,36.41,35.44,144.39,3.9795,36.24,0.005676
,,11,1.4292,1.6182,1.3315,91.93,99.12,19.65,17.04,1.6289,0.008561,1.0051,0.1067,30.43,4.3730,84.83,2.4235,36.32,35.46,144.27,3.9691,36.25,0.005678
,,12,1.4327,1.6184,1.3304,91.96,99.08,19.69,17.03,1.6298,0.008665,1.0101,0.1068,30.46,4.3720,84.75,2.4116,36.46,35.42,142.85,3.9867,36.22,0.005675
,,13,1.4349,1.6139,1.3230,92.00,98.86,19.66,16.94,1.6257,0.008716,1.0246,0.1065,30.48,4.3540,84.38,2.4026,36.28,35.22,142.43,3.9910,36.02,0.005642
,,16,1.4296,1.6150,1.3164,92.26,98.54,19.65,16.86,1.6189,0.008766,1.0333,0.1068,30.53,4.3471,84.52,2.4114,36.03,35.05,142.57,4.0169,35.84,0.005616
,,17,1.4311,1.6116,1.3220,92.14,98.62,19.55,16.91,1.6149,0.008730,1.0268,0.1068,30.54,4.3603,84.60,2.4158,36.18,35.20,142.76,3.9992,35.99,0.005640
,,18,1.4268,1.6248,1.3243,92.51,98.89,19.53,16.93,1.6192,0.008744,1.0098,0.1063,30.54,4.3663,85.31,2.4166,36.31,35.26,143.38,3.9985,36.05,0.005650
,,19,1.4279,1.6306,1.3221,91.31,97.92,19.53,16.89,1.6254,0.008761,1.0306,0.1071,30.62,4.3577,84.93,2.4214,36.18,35.20,144.38,4.0020,35.99,0.005632
,,20,1.4332,1.6378,1.3228,91.57,98.29,19.51,16.89,1.6291,0.008745,1.0268,0.1070,30.80,4.3517,84.81,2.4226,36.28,35.21,144.35,4.0266,36.01,0.005641
,,25,1.4362,1.6244,1.3179,93.59,98.71,19.42,16.83,1.6162,0.008814,1.0097,0.1069,30.84,4.3541,85.52,2.4119,36.06,35.10,142.86,4.0136,35.88,0.005620
,,26,1.4317,1.6260,1.3120,93.29,97.87,19.34,16.75,1.6101,0.008771,1.0148,0.1065,30.87,4.3357,85.12,2.4084,35.90,34.94,142.95,4.0164,35.72,0.005595
,,27,1.4285,1.6272,1.3137,93.38,98.46,19.36,16.78,1.6111,0.008774,1.0114,0.1065,31.06,4.3385,85.28,2.4179,36.05,34.99,142.48,3.9947,35.76,0.005602
,,30,1.4278,1.6278,1.3138,93.09,98.58,19.45,16.78,1.6082,0.008769,1.0112,0.1069,31.00,4.3562,85.25,2.4088,36.02,35.00,142.60,4.0096,35.77,0.005601
,,31,1.4252,1.6222,1.3142,92.46,98.00,19.45,16.77,1.6098,0.008765,1.0090,0.1067,30.94,4.3744,84.79,2.4104,35.90,35.01,142.09,4.0121,35.78,0.005605
,Feb,01,1.4276,1.6182,1.3143,92.70,98.73,19.47,16.76,1.6068,0.008770,1.0108,0.1067,30.81,4.3788,84.53,2.4062,35.88,35.02,143.41,3.9910,35.78,0.005604
,,02,1.4370,1.6154,1.3043,93.18,98.19,19.43,16.63,1.5946,0.008768,1.0142,0.1069,30.75,4.3927,85.19,2.4193,35.77,34.76,143.75,3.9806,35.51,0.005562
,,03,1.4286,1.6015,1.3113,92.59,98.38,19.44,16.71,1.5967,0.008805,1.0201,0.1068,30.73,4.4180,84.85,2.4427,35.94,34.94,143.46,3.9699,35.70,0.005591
,,06,1.4287,1.5960,1.3241,91.70,98.75,19.52,16.87,1.6051,0.008793,1.0039,0.1061,31.10,4.4228,83.74,2.4432,36.29,35.28,142.97,3.9524,36.05,0.005638
,,07,1.4249,1.5984,1.3270,92.02,98.87,19.57,16.91,1.6043,0.008766,1.0031,0.1056,30.90,4.4155,83.84,2.4259,36.41,35.37,143.16,3.9493,36.13,0.005638
,,08,1.4214,1.5967,1.3245,92.26,98.89,19.54,16.87,1.6020,0.008770,1.0101,0.1054,30.81,4.4078,83.80,2.4142,36.34,35.30,143.68,3.9554,36.06,0.005614
,,09,1.4226,1.6018,1.3259,92.26,98.67,19.53,16.89,1.6043,0.008767,1.0091,0.1049,30.79,4.4045,84.05,2.4192,36.36,35.34,144.08,3.9525,36.10,0.005612
,,10,1.4240,1.6061,1.3283,91.85,98.60,19.54,16.92,1.6078,0.008772,1.0080,0.1050,30.67,4.4059,83.76,2.4347,36.42,35.39,143.81,3.9402,36.16,0.005633
,,13,1.4209,1.6048,1.3327,92.04,99.63,19.51,16.98,1.6108,0.008760,1.0092,0.1044,30.57,4.4050,83.98,2.4314,36.47,35.51,143.96,3.9398,36.28,0.005653
,,14,1.4250,1.6125,1.3276,92.42,99.56,19.48,16.91,1.6072,0.008753,1.0054,0.1047,30.52,4.3980,84.17,2.4225,36.40,35.38,144.57,3.9253,36.14,0.005623
,,15,1.4281,1.6185,1.3324,92.45,99.69,19.47,16.98,1.6078,0.008767,1.0015,0.1037,30.39,4.3902,83.98,2.4167,36.52,35.51,144.30,3.9038,36.27,0.005638
,,16,1.4286,1.6071,1.3341,92.20,99.68,19.48,17.00,1.6143,0.008787,0.9972,0.1040,30.30,4.4078,83.98,2.4174,36.57,35.56,144.69,3.9002,36.32,0.005647
,,17,1.4268,1.6011,1.3394,91.74,99.33,19.48,17.07,1.6185,0.008816,0.9946,0.1030,30.24,4.4055,83.38,2.4222,36.65,35.71,144.24,3.8766,36.46,0.005635
,,20,1.4276,1.6073,1.3365,92.04,99.14,19.46,17.08,1.6166,0.008808,0.9956,0.1033,30.15,4.3997,83.35,2.4233,36.49,35.63,144.48,3.8890,36.38,0.005614
,,21,1.4267,1.6082,1.3376,92.26,99.27,19.47,17.06,1.6165,0.008813,0.9950,0.1032,30.18,4.3995,83.50,2.4304,36.66,35.66,144.75,3.8691,36.41,0.005632
,,22,1.4276,1.6230,1.3393,91.57,98.91,19.43,17.07,1.6169,0.008801,0.9927,0.1028,30.19,4.3880,83.42,2.4310,36.70,35.71,144.56,3.8673,36.46,0.005640
,,23,1.4216,1.6144,1.3383,91.43,98.96,19.44,17.06,1.6168,0.008814,0.9930,0.1034,30.18,4.4133,83.58,2.4332,36.66,35.67,144.01,3.8695,36.43,0.005611
,,24,1.4235,1.6146,1.3430,91.53,99.21,19.40,17.11,1.6241,0.008828,0.9967,0.1031,30.29,4.4037,83.74,2.4455,36.80,35.79,143.82,3.8635,36.56,0.005644
,,27,1.4241,1.6134,1.3507,90.65,99.19,19.37,17.21,1.6290,0.008841,0.9905,0.1023,30.20,4.3908,82.96,2.4340,36.91,36.00,143.40,3.8453,36.77,0.005673
,,28,1.4279,1.6244,1.3480,90.80,99.26,19.44,17.18,1.6299,0.008846,0.9895,0.1021,30.06,4.3952,83.03,2.4406,36.92,35.92,143.97,3.8447,36.70,0.005668
,Mar,01,1.4265,1.6212,1.3466,90.87,98.84,19.47,17.15,1.6338,0.008828,0.9875,0.1024,30.02,4.3976,83.55,2.4474,36.87,35.88,143.20,3.8418,36.66,0.005674
,,02,1.4316,1.6144,1.3448,90.72,98.80,19.51,17.13,1.6283,0.008804,0.9861,0.1025,30.04,4.3859,83.79,2.4434,36.82,35.84,142.74,3.8615,36.61,0.005672
,,03,1.4290,1.6122,1.3475,90.82,99.18,19.51,17.17,1.6379,0.008795,0.9858,0.1032,30.09,4.3947,83.85,2.4548,36.93,35.90,143.16,3.8725,36.68,0.005679
,,06,1.4308,1.6185,1.3440,90.94,98.87,19.45,17.12,1.6437,0.008789,0.9921,0.1037,30.11,4.3987,83.61,2.4509,36.77,35.81,143.65,3.9034,36.59,0.005669
,,07,1.4376,1.6196,1.3447,90.31,98.83,19.38,17.13,1.6442,0.008756,0.9889,0.1036,30.03,4.3939,83.50,2.4394,36.86,35.83,144.60,3.8930,36.61,0.005686
,,08,1.4282,1.6022,1.3561,89.17,98.48,19.44,17.27,1.6503,0.008769,0.9845,0.1025,29.98,4.4019,82.60,2.4458,37.16,36.13,143.71,3.8552,36.92,0.005713
,,09,1.4281,1.6037,1.3538,89.25,98.02,19.43,17.25,1.6535,0.008771,0.9885,0.1025,29.92,4.3947,82.73,2.4496,37.11,36.06,143.93,3.8601,36.86,0.005709
,,10,1.4367,1.6167,1.3558,89.19,97.92,19.46,17.27,1.6525,0.008768,0.9932,0.1020,30.01,4.3881,82.70,2.4557,37.16,36.11,146.01,3.8638,36.91,0.005722
,,13,1.4405,1.6295,1.3442,89.56,97.98,19.55,17.13,1.6430,0.008746,1.0023,0.1032,29.98,4.3939,83.27,2.4493,36.76,35.80,146.65,3.8933,36.60,0.005707
,,14,1.4427,1.6385,1.3480,89.55,98.18,19.62,17.18,1.6369,0.008768,1.0076,0.1033,30.09,4.4201,83.75,2.4504,36.93,35.90,147.45,3.9031,36.70,0.005718
,,15,1.4427,1.6336,1.3420,89.87,98.14,19.50,17.10,1.6296,0.008731,0.9996,0.1033,30.01,4.3909,83.61,2.4471,36.65,35.74,146.92,3.8886,36.54,0.005692
,,16,1.4317,1.6311,1.3508,89.55,98.24,19.56,17.21,1.6328,0.008757,1.0176,0.1029,29.96,4.4089,83.19,2.4577,36.99,35.96,145.16,3.9141,36.78,0.005728
,,17,1.4279,1.6292,1.3421,90.00,98.02,19.53,17.10,1.6266,0.008737,1.0075,0.1032,29.94,4.3922,83.70,2.4557,36.77,35.73,144.76,3.9270,36.54,0.005689
,,20,1.4316,1.6336,1.3419,89.81,97.81,19.45,17.10,1.6268,0.008726,1.0163,0.1023,29.95,4.3906,83.89,2.4540,36.67,35.72,144.86,3.9350,36.53,0.005690
,,21,1.4345,1.6411,1.3388,89.63,97.85,19.45,17.08,1.6205,0.008721,1.0202,0.1024,29.90,4.3812,83.23,2.4623,36.57,35.64,144.09,3.9179,36.45,0.005676
,,22,1.4397,1.6350,1.3368,89.44,97.56,19.41,17.03,1.6175,0.008711,1.0097,0.1022,29.89,4.3828,82.91,2.4514,36.49,35.58,144.88,3.8831,36.39,0.005688
,,23,1.4442,1.6319,1.3250,89.17,96.87,19.38,16.88,1.6101,0.008634,1.0142,0.1036,29.92,4.3708,83.11,2.4302,36.24,35.27,144.68,3.8838,36.07,0.005635
,,24,1.4380,1.6309,1.3280,88.73,96.76,19.40,16.92,1.6145,0.008739,1.0188,0.1029,30.00,4.3772,82.87,2.4436,36.48,35.35,144.90,3.8931,36.16,0.005652
,,27,1.4354,1.6318,1.3328,88.73,97.10,19.38,16.98,1.6187,0.008782,1.0205,0.1027,30.09,4.3927,82.74,2.4501,36.33,35.48,145.12,3.8890,36.29,0.005665
,,28,1.4364,1.6362,1.3284,88.89,97.41,19.30,16.92,1.6162,0.008807,1.0172,0.1023,30.21,4.3798,82.80,2.4424,36.20,35.37,145.32,3.8739,36.17,0.005651
,,29,1.4398,1.6378,1.3289,89.00,97.68,19.29,16.93,1.6158,0.008802,1.0091,0.1022,30.20,4.3632,83.19,2.4409,36.21,35.39,144.28,3.8731,36.18,0.005658
,,30,1.4412,1.6369,1.3303,88.85,97.99,19.29,16.95,1.6171,0.008829,1.0027,0.1019,30.07,4.3635,82.65,2.4440,36.40,35.43,144.64,3.8811,36.22,0.005667
,,31,1.4473,1.6452,1.3270,89.16,98.14,19.34,16.90,1.6161,0.008867,0.9995,0.1025,30.09,4.3574,83.45,2.4433,36.30,35.35,145.24,3.8913,36.13,0.005644
,Apr,03,1.4399,1.6383,1.3345,88.91,98.69,19.36,17.00,1.6190,0.008899,1.0000,0.1011,30.17,4.3537,83.01,2.4465,36.37,35.54,145.36,3.8736,36.33,0.005683
,,04,1.4456,1.6468,1.3276,90.00,98.80,19.29,16.91,1.6149,0.008902,0.9992,0.1012,30.12,4.3533,83.68,2.4323,36.30,35.39,145.26,3.8738,36.15,0.005656
,,05,1.4531,1.6563,1.3260,89.56,98.62,19.27,16.89,1.6153,0.008884,1.0069,0.1010,30.16,4.3515,84.19,2.4354,36.25,35.35,146.42,3.9004,36.10,0.005652
,,06,1.4484,1.6549,1.3298,89.09,98.61,19.33,16.94,1.6230,0.008894,1.0136,0.1009,30.19,4.3554,83.69,2.4395,36.36,35.45,146.59,3.9076,36.20,0.005670
,,10,1.4494,1.6503,1.3300,88.60,98.43,19.34,16.94,1.6250,0.008924,1.0021,0.1008,30.17,4.3684,82.90,2.4363,36.23,35.45,146.77,3.8736,36.21,0.005672
,,11,1.4489,1.6520,1.3315,88.80,98.66,19.34,16.96,1.6231,0.008948,0.9980,0.1010,30.15,4.3683,82.91,2.4359,36.41,35.49,146.62,3.8801,36.25,0.005678
,,12,1.4550,1.6561,1.3320,88.77,98.95,19.34,16.97,1.6232,0.008966,0.9951,0.1006,30.17,4.3643,82.52,2.4211,36.46,35.50,147.54,3.8872,36.27,0.005681
,,13,1.4578,1.6567,1.3268,89.03,98.75,19.30,16.90,1.6184,0.008966,0.9956,0.1010,30.14,4.3481,82.48,2.4018,36.22,35.37,147.93,3.8925,36.13,0.005658
,,14,1.4656,1.6605,1.3241,89.83,99.38,19.37,16.87,1.6236,0.009032,0.9999,0.1022,30.17,4.3549,83.55,2.4010,36.24,35.30,149.14,3.8966,36.05,0.005647
